사업장명,소재지(지번)
아바,경기도 성남시 분당구 야탑동 514-4 프리아오피스텔지하1 
화로사랑,경기도 성남시 분당구 수내동 20-2 초림프라자 113호 114호 115호 
오징어나라,경기도 성남시 분당구 수내동 7-4 한산이씨좌랑공파종중사옥1층 
우리식당.삼겹.곱창,경기도 성남시 분당구 이매동 120-7 분당코아 102호 
칸지고고,"경기도 성남시 분당구 수내동 20-2 초림프라자 101호, 102호, 103호 "
뚱이네 돌판고깃집,경기도 성남시 분당구 구미동 179 1층 110-1호 
먹보집,경기도 성남시 분당구 수내동 7-5 코리아나빌딩 2층 207호 
형제닭발&야시장,"경기도 성남시 분당구 야탑동 278-4 , 1층 "
(유)아웃백스테이크하우스코리아 분당AK점,경기도 성남시 분당구 서현동 263 AK플라자 5층 일부호 
레인(rain),경기도 성남시 분당구 수내동 19-2 그린프라자 301호 
뮤직온(Music on),경기도 성남시 분당구 야탑동 372-8 2층 
물고기자리,경기도 성남시 분당구 야탑동 383-7 
풀향기식당,경기도 성남시 분당구 야탑동 373-4 
오리랑돼지랑(할매오삼구이),경기도 성남시 분당구 수내동 7-4 한산이씨좌랑공파 종중사옥 3층 
교촌치킨 무지개점,경기도 성남시 분당구 구미동 212-2 무지개마을 분산상가 가동 1층103호 
베이키베이커리,경기도 성남시 분당구 구미동 47-1 1층 
어가일식,경기도 성남시 분당구 서현동 327-9 
서울치킨,"경기도 성남시 분당구 구미동 185-7 1층 101,102,103호 "
교촌치킨서현점,경기도 성남시 분당구 서현동 89-7 근린상가 1층 121호 일부 
봉봉포차,경기도 성남시 분당구 구미동 36-5 1층 
원조원주추어탕,경기도 성남시 분당구 서현동 194-8 지하1층~지상1층 
교촌치킨분당효자점,경기도 성남시 분당구 서현동 333-1 1층 일부(101호) 
샌드데이,경기도 성남시 분당구 야탑동 352-1 터미널프라자 109호 
미락복집,경기도 성남시 분당구 구미동 182 대맥주차빌딩 1층108호 
대복흑염소탕,"경기도 성남시 분당구 서현동 95 우성프라자 221-2, 222호 "
이가네양갈비,경기도 성남시 분당구 서현동 260-3 멜로즈프라자 1층 101호 
개성집,경기도 성남시 분당구 서현동 80-3 1층 
밤보라,경기도 성남시 분당구 수내동 7-5 코리아나빌딩 306호 
데자르,"경기도 성남시 분당구 수내동 19-4 대덕프라자, 2층 205호 "
동방양고기,경기도 성남시 분당구 야탑동 367-6 노블리치 오피스텔 204호 205호 
산골밥상족발,경기도 성남시 분당구 수내동 19-3 대덕프라자 2층214호 
(주)맛있는상상 카페랄로점,경기도 성남시 분당구 운중동 552 외 1필지 
이모네밥상,경기도 성남시 분당구 야탑동 383-11 
단가마 감자탕,경기도 성남시 분당구 수내동 19-3 대덕프라자 2층 207호 
어부의 사계절,경기도 성남시 분당구 금곡동 154 미금프라자 1층110호 
그 집,경기도 성남시 분당구 수내동 13-2 
쇼란,경기도 성남시 분당구 금곡동 154 미금프라자 1층109호 
명동 왕족발보쌈,경기도 성남시 분당구 구미동 203-1 관보쇼핑 지하1층35호 
백년가짬뽕,"경기도 성남시 분당구 궁내동 281-1 1,2,3층, 지하1층 일부 "
충만치킨,경기도 성남시 분당구 야탑동 272-2 선경진 1층 101호의 일부호 
타임포타이,경기도 성남시 분당구 율동 323-4 1층 
일루아,"경기도 성남시 분당구 야탑동 366-8 , 3층 "
뮤직하우스,경기도 성남시 분당구 수내동 98-9 지하1층 
펍쿠,경기도 성남시 분당구 수내동 13-2 해암빌딩 2층 201호 
미어가 참치전문점,경기도 성남시 분당구 수내동 19-2 201호 
돈방석,"경기도 성남시 분당구 이매동 76 , 1층 "
월선네,경기도 성남시 분당구 수내동 20-5 월드프라자 2층 204호 
해방삼겹살,경기도 성남시 분당구 수내동 20-5 월드프라자 2층202호 
통통낙지 분당점,경기도 성남시 분당구 구미동 226-7 굿모닝프라자  1층103호 
김밥나라,경기도 성남시 분당구 서현동 312-1 레이디파크 1층 105호 
뚱보언니네김밥,경기도 성남시 분당구 정자동 58-6 1층 
오한수 우육면가 수내점,"경기도 성남시 분당구 수내동 8-5 2층 203호,206호 "
사위식당 서현점,경기도 성남시 분당구 서현동 260-4 덕산빌딩  202호 
동해세꼬시,"경기도 성남시 분당구 야탑동 379-7 , 1층 "
인디헤드룸(indieheadroom),경기도 성남시 분당구 율동 323-16 지하1층 
본제육 야탑본점,경기도 성남시 분당구 야탑동 383-3 1층 일부 
오징어랑친구랑,경기도 성남시 분당구 정자동 62-8 1층 (일부) 
유타로,경기도 성남시 분당구 서현동 260-4 덕산빌딩 101호(일부사용) 
LA북창동순두부,경기도 성남시 분당구 서현동 260-3 멜로즈프라자 103호 
행자골,경기도 성남시 분당구 이매동 87-9 (1층) 
야마다야,경기도 성남시 분당구 구미동 226-7 굿모닝프라자 1층101호 
김밥나라,경기도 성남시 분당구 정자동 128 금산파킹프라자 1층109호 
펀비어킹,"경기도 성남시 분당구 금곡동 147 현대아리온오피스텔 1층33,34호 "
썸,경기도 성남시 분당구 정자동 158-2 대명프라자 3층 304호 
가장 맛있는 족발,"경기도 성남시 분당구 금곡동 147 현대아리온오피스텔 1층 35,36호 "
라스트춘선 미금점,"경기도 성남시 분당구 금곡동 147 현대아리온오피스텔 1층24,25호 "
내뜨락,경기도 성남시 분당구 서현동 82-10 1층 
소문난똘이네갈비살,경기도 성남시 분당구 금곡동 147 현대아리온  1층 40호 
한성닭칼국수닭매운탕,"경기도 성남시 분당구 야탑동 358-2 아미고타워지하104,105호 "
장비빔국수,"경기도 성남시 분당구 금곡동 206 대덕프라자2. 2층204,205호 "
재범곤드레,경기도 성남시 분당구 구미동 226-7 굿모닝프라자 1층 102호 
성윤희고깃집,경기도 성남시 분당구 구미동 186-1 팬텀광장 1층 106호 
김밥천국,경기도 성남시 분당구 구미동 205-1 오성프라자 117호 
페리카나,경기도 성남시 분당구 구미동 112-2 상가동 108호 
더팬,경기도 성남시 분당구 야탑동 175-3 백옥빌딩 1층 일부(102호)호 
생마차 미금점,"경기도 성남시 분당구 금곡동 147 현대아리온 오피스텔 42,43,44호 "
앤52(N52),경기도 성남시 분당구 서현동 52 1층 
행복치킨 정자점,경기도 성남시 분당구 정자동 15-4 두산위브제니스 지하102호 
대가옥,경기도 성남시 분당구 구미동 226-5 1층 
맛짱,"경기도 성남시 분당구 서현동 248-4 유성트윈프라자1차 1층 107호,108호 "
행복가,경기도 성남시 분당구 금곡동 147 현대아리온 1층31호 
삼성웰스토리(주)분당서울대병원장례식장,경기도 성남시 분당구 구미동 300 분당서울대병원 지하1층 
제일치킨,"경기도 성남시 분당구 금곡동 147 현대아리온오피스텔 28호,29호,48호 "
회사랑방,경기도 성남시 분당구 서현동 297 효자촌근린상가 지1층 
명성식당,경기도 성남시 분당구 서현동 307 효자촌주상복합 601호 1024호 
수라간,경기도 성남시 분당구 야탑동 358-2 아미고타워지하1층106호 
우규 서현연어와육회점,경기도 성남시 분당구 서현동 88 지엔느상가110호 
풀향(한정식),"경기도 성남시 분당구 구미동 226-7 굿모닝프라자 지하1층 비105, 106호 "
스노미참치,경기도 성남시 분당구 금곡동 147 현대아리온 1층 37호 
백청우칼국수,경기도 성남시 분당구 정자동 137-9 지상1층 
신가네감자탕생삼겹살,경기도 성남시 분당구 분당동 122-5 지상1층 
부엉이산장 야탑점,경기도 성남시 분당구 야탑동 376-4 1층 
신가네부대찌개,경기도 성남시 분당구 정자동 135-4 1층 
만복식탁,경기도 성남시 분당구 야탑동 342-3 엔즈빌오피스텔107호 
토담옛날통닭(이매점),경기도 성남시 분당구 이매동 120-3 청학빌딩 112호 
도미노피자 수내·정자점,경기도 성남시 분당구 정자동 54-1 판교시장 107호 
토고리옛날막창소갈비살 야탑점,경기도 성남시 분당구 야탑동 275-2 명창빌딩  지1층 
그때그집,경기도 성남시 분당구 구미동 187-3 세종그랑시아1 104호 
돈까스짱(야탑점),경기도 성남시 분당구 야탑동 275-1 명지그린프라자 108호 
이화원,경기도 성남시 분당구 정자동 180 미켈란쉐르빌 210호 
시계토끼,경기도 성남시 분당구 정자동 15-7 하나프라자빌딩 208호 
시골양지곱창,경기도 성남시 분당구 야탑동 360-3 이코노샤르망 109호 
식껍 수내점,경기도 성남시 분당구 수내동 8-3 가나프라자 106호 
김밥매니아,경기도 성남시 분당구 야탑동 272-4 성산빌딩 103호 
담소사골순대,경기도 성남시 분당구 야탑동 353-4 두만프라자 101호 
비틀즈,경기도 성남시 분당구 서현동 214-11 지하1층 
왕고집 참숯구이,경기도 성남시 분당구 구미동 187-3 세종그랑시아1 101호 
동압대,경기도 성남시 분당구 금곡동 206 대덕프라자2 .  2층 207호 208호 
전주맛집,경기도 성남시 분당구 야탑동 342-3 엔즈빌오피스텔 1층 117호 
분당 팥집,경기도 성남시 분당구 금곡동 171 골든벨리오피스텔 104호 
기장새벽산꼼장어,경기도 성남시 분당구 야탑동 360-3 이코노샤르망 107호 
부산진오뎅,경기도 성남시 분당구 수내동 7-8 광진빌딩 101호 
메가엠지씨커피 분당중탑점,경기도 성남시 분당구 야탑동 272-4 성산빌딩 1층 
고기를굽다,경기도 성남시 분당구 수내동 7-8 광진프라자 2층 201(일부)호 
모로미수내점,"경기도 성남시 분당구 수내동 7-5 코리아나빌딩 205호,206호일부 "
강릉집,경기도 성남시 분당구 야탑동 375-8 (1층) 
60계오리미금점,경기도 성남시 분당구 구미동 182 분당대맥주차장빌딩 105-1 
광명대창집 분당정자점,경기도 성남시 분당구 정자동 157-9 로얄비즈텔 102호 
밥사랑,"경기도 성남시 분당구 구미동 192 LG트윈하우스 121, 122호 "
예돈,경기도 성남시 분당구 정자동 141-9 1층 
서현순대 분당본점,"경기도 성남시 분당구 서현동 256 비젼월드 101-9,14,15호 "
모박사부대찌게,경기도 성남시 분당구 야탑동 342-3 엔즈빌오피스텔 109호 
"김밥나라""롯데점""",경기도 성남시 분당구 수내동 7-8 광진빌딩 1층 109호 
싸릿골,경기도 성남시 분당구 서현동 258-1 서현동 아름빌딩 1층 일부호 
명인만두 야탑점,"경기도 성남시 분당구 야탑동 358-2 ,3,4,5 아미고타워 112호 "
모박사부대찌게,경기도 성남시 분당구 야탑동 342-3 엔즈빌오피스텔 108호 
인사동,경기도 성남시 분당구 수내동 16-6 지하1층 일부호 
강릉심곡포구,경기도 성남시 분당구 야탑동 355-1 세화2001빌딩 2층 201호 
서울삼겹살,경기도 성남시 분당구 금곡동 171 골든벨리오피스텔 115호 
긴자 서현점 (주)신화아이푸드,경기도 성남시 분당구 서현동 102-2 
교촌치킨 아름마을점,경기도 성남시 분당구 야탑동 533-8 미라보상가 1층 8호 
빈대떡신사,경기도 성남시 분당구 구미동 187-2 세종그라시아2 103호 
명동칼국수샤브샤브,경기도 성남시 분당구 수내동 32 양지마을청구금호아파트 
갈비이야기,"경기도 성남시 분당구 금곡동 150 미금파크 1층 115-2,115-3호 "
소통,경기도 성남시 분당구 서현동 274-4 리더스빌딩 1층 104호 
청국장과 보리밥,경기도 성남시 분당구 이매동 288-19 1층 전체 
본가전주돌솥밥,경기도 성남시 분당구 구미동 23-1 분당프라자 207호 
남도미락,경기도 성남시 분당구 구미동 187-4 101호 
예돈돈까스,경기도 성남시 분당구 수내동 63-1 금산프라자빌딩 지하1층 102호 
퀸(Queen),경기도 성남시 분당구 야탑동 368-13 지하1층 
숯애굽다,경기도 성남시 분당구 구미동 187-4 구미동빌딩 109호 
프레시부리또 분당서현점,"경기도 성남시 분당구 서현동 251-3 엘지분당에클라트 1층 107, 108호 "
가야지 원조양평해장국 본점,경기도 성남시 분당구 동원동 58-11 1층 
엄마손만두국,경기도 성남시 분당구 야탑동 354-4 나인투빌딩 101호 
우리동네김밥,경기도 성남시 분당구 정자동 10-1 외1필지 아이파크분당2 202동106호 
콘서트 7080,경기도 성남시 분당구 야탑동 361-2 야탑동빌딩 지하1층 
김밥천국,경기도 성남시 분당구 수내동 22-3 수내동다운타운 107호 
(주)여기풍천민물장어,경기도 성남시 분당구 궁내동 203-8 1층 
에스엔에스(S &  S),경기도 성남시 분당구 정자동 159-1 308호 
진짜장짬뽕,경기도 성남시 분당구 수내동 19-6 세인프라자 2층 203호 
제일쪽갈비 야탑점,경기도 성남시 분당구 야탑동 373-8 (1층) 
배대감 갈비촌 분당서현점,"경기도 성남시 분당구 서현동 307 효자촌주상복합601동상가1041-1045호,1047-1051호 "
청정여수동갈매기살,경기도 성남시 분당구 야탑동 375-4 (2층) 
본죽앤비빔밥 분당서현점,"경기도 성남시 분당구 서현동 269-1 산호프라자 1층 111,112,114,117,118호 "
스시이안앤 분당서현점,경기도 성남시 분당구 서현동 251-3 외1필지 엘지분당에클라트209호 
등촌샤브칼국수,경기도 성남시 분당구 서현동 251-3 외1필지 엘지분당에클라트205호 
도토베르구이치킨,경기도 성남시 분당구 금곡동 161 천사의도시오피스텔 근139호 
술익는공간,경기도 성남시 분당구 수내동 101-5 
두향,경기도 성남시 분당구 정자동 225 2층 
오모리찌개,"경기도 성남시 분당구 정자동 156-3 대명제스트빌딩 1층 110,111호 "
